id,name,category,city,lat,lng,note,website,created_at
47,Bistro Maison,restaurant,McMinnville,45.21027,-123.19147,"The French bistro the valley needed and is lucky to have. Genuine hospitality, wine country menu built for long meals, and the kind of warmth that makes dinner last exactly as long as you want it to. A McMinnville institution — the quiche at lunch, the steak frites at dinner. Pair with anything local.",https://www.bistromaison.com,2026-04-17 21:35:49.118762
59,Block 15 Brewing,restaurant,Corvallis,44.5622,-123.2622,"Corvallis's anchor craft brewery — Nick and Kristen Arzner's downtown room where the beer program is world-class and the kitchen earns its own respect. Handmade pub food built from local ingredients with genuine sourcing intention. The Figgy Pudding and Single Hop seasonal series are benchmarks for what Pacific Northwest craft fermentation can be. This is where mid-valley farmers, OSU researchers, and serious drinkers intersect — a room that rewards attention rather than just filling an afternoon between wineries.",https://www.block15.com,2026-04-18 18:12:07.555788
69,Carlton Corners,restaurant,Carlton,45.29469,-123.17972,"Technically a gas station. Actually the best Reuben in Yamhill County and a growler room tapping ten rotating local and regional craft beers. Carlton Corners is where Yamhill County winemakers, vineyard workers, and farmhands share the same bar after long days. There is nothing precious about it. That is precisely what makes it worth knowing. The beer selection understands the valley, the food is unpretentious, and the room has the honest energy that disappears when a wine town gets too polished. A necessary counterweight to the tasting room experience.",https://www.carltoncorners.com,2026-04-27 04:20:10.973779
48,Good Company Cheese Bar & Bistro,restaurant,Newberg,45.30007,-122.97381,"A serious cheese program in a casual, entirely unpretentious room — the ideal post-tasting stop before heading back. Happy hour daily from 4 to 6pm. The kind of neighborhood anchor that makes a wine region feel like a real place to live, not just to visit. Good local wine list, excellent boards, zero attitude.",https://www.goodcompanycheese.com,2026-04-17 21:35:49.118762
38,Hayward,restaurant,Carlton,45.2946,-123.1788,"Chef Kari Shaughnessy's James Beard Award–nominated restaurant (Best New Restaurant 2024 finalist, Best Chef NW & Pacific 2025 semifinalist) in downtown Carlton. Hyper-seasonal, zero-waste, deeply rooted in Willamette Valley producers. The space feels like a well-loved home; the cooking is precise and completely unsentimental. The best argument for why Carlton is now the valley's most exciting dining address.",https://www.haywardrestaurant.com,2026-04-16 23:38:04.378644
20,Joel Palmer House,restaurant,Dayton,45.21788,-123.07958,"Jack Czarnecki and family have built the definitive truffle restaurant in America inside a 19th-century home on Ferry Street in Dayton. Every menu revolves around Oregon wild mushrooms — truffles, chanterelles, porcini, matsutake — sourced locally and prepared without ego. The Mushroom Madness tasting menu is a pilgrimage. This is why people come to Dayton.",https://www.joelpalmerhouse.com,2026-04-16 23:29:12.961004
58,La Rambla,restaurant,McMinnville,45.2097,-123.1971,"The Spanish tapas room in the restored historic Schilling Building that proves McMinnville's dining scene has grown well beyond wine-country-weekend cliché. Bold Iberian flavors — patatas bravas, jamón, gambas al ajillo — run alongside one of the most thoughtfully assembled Oregon wine lists in the valley, with over 300 selections and genuine editorial intelligence. The outdoor patio fills fast on warm evenings. A reliable and genuinely enjoyable dinner with or without a winery visit beforehand.",https://www.laramblaonthird.com,2026-04-18 18:12:07.555788
21,Nick's Italian Café,restaurant,McMinnville,45.2102,-123.19405,"The original Willamette Valley wine-country restaurant, open since 1977. Nick Peirano's five-course prix fixe launched the idea that Oregon wine deserved serious food alongside it. The room is imperfect, the pasta is house-made, and the Oregon wine list is encyclopedic. This is where the valley's food culture was born.",https://www.nicksitaliancafe.com,2026-04-16 23:29:12.961004
46,Okta,restaurant,McMinnville,45.20982,-123.19288,"Tributary Hotel's intimate tasting menu restaurant draws from Willamette Valley micro-seasons and the hotel's own farm — Pacific seafood, estate vegetables, wines selected with real editorial intelligence. Four courses, serious sourcing, and one of the more thoughtful dinner experiences in McMinnville. Closed January through mid-April; plan accordingly.",https://www.tributaryhotel.com/dining,2026-04-17 21:35:49.118762
22,Red Hills Market,restaurant,Dundee,45.27806,-123.01179,"The essential daytime stop in Dundee — a market, bakery, wood-fired pizzeria, and bottle shop rolled into one warm room on 99W. The pizza uses Oregon grains, the charcuterie board is serious, and the wine selection focuses tightly on local producers. This is where winery workers eat.",https://www.redhillsmarket.com,2026-04-16 23:29:12.961004
44,The Bay House,restaurant,Dayton,45.22165,-123.07681,"After 45 years on the Oregon Coast, The Bay House relocated in May 2025 to a beautifully restored historic church in Dayton's town square — the move brought an extraordinary wine program (2,600 selections, one of Oregon's largest) and AAA Four Diamond cooking into the valley's most truffle-rich town. Four collaborating chefs. DiRōNA Award of Excellence 2024 and 2025. An unusual and seriously accomplished room.",https://www.thebayhouse.org,2026-04-17 21:35:49.118762
39,The Dundee Bistro,restaurant,Dundee,45.2784,-123.0109,"The Ponzi family's wine-country institution on the highway in Dundee has been the meeting place for vintners, farmers, and visitors since 1999. Warm room, serious Oregon wine list, and the kind of farm-sourced menu that proves this valley figured out farm-to-table long before it became a marketing phrase. Lunch is especially good — the charcuterie and seasonal salads are the move.",https://www.dundeebistro.com,2026-04-16 23:38:04.378644
37,The Painted Lady,restaurant,Newberg,45.29933,-122.97302,"Oregon wine country's most decorated fine dining destination — Forbes Four-Star, AAA Four-Diamond, and consistently the benchmark for what farm-driven tasting-menu cooking looks like in the Willamette Valley. The Victorian house on College Street in Newberg has been setting the standard since 2005. Every course is anchored to Oregon ingredients and the extraordinary Pinot Noir being made in the surrounding hills. Reservations required; plan ahead.",https://www.thepaintedladyrestaurant.com,2026-04-16 23:38:04.378644
23,Thistle Restaurant,restaurant,McMinnville,45.20953,-123.19425,"Eric Bechard's small room on Evans Street is the most consistently excellent dinner in McMinnville — precise seasonal cooking from Oregon ingredients, a wine list built with real knowledge, and service that doesn't perform. Reservations essential. This is quiet, serious, and very good.",https://www.thistlerestaurant.com,2026-04-16 23:29:12.961004
57,Word of Mouth Bistro,restaurant,Salem,44.9357,-123.0198,"Salem's most beloved morning institution — a small, perpetually busy room on 17th Street NE that has been feeding the valley's farmers, winemakers, and weekend visitors for decades. The menu is compact, the ingredients are local, and the wait for a table is a reliable feature regardless of the day. Order the hash, save room for the scone, and give yourself more time than you think you need. This is where you eat after Cristom or Bethel Heights — or before, if you're disciplined enough. Breakfast and lunch only; closed Tuesdays.",https://www.ilovewom.com,2026-04-18 18:12:07.555788
8,Adelsheim Vineyard,winery,Newberg,45.33855,-123.0497,David Adelsheim is one of the founders of the Oregon wine industry — he was here before almost anyone. The estate on Calkins Lane in the Chehalem Mountains now spans 200+ acres. The Breaking Ground Pinot Noir and Bryan Creek Chardonnay are the benchmarks. Open Wed–Sun by appointment.,https://www.adelsheim.com,2026-04-16 23:29:12.961004
40,Antica Terra,winery,Amity,45.11969,-123.18323,"One of Oregon's most singular wine experiences — part winery, part pilgrimage. Chef Timothy Wastell, winner of Best Chef Northwest at the 2025 James Beard Awards, runs 'A Very Nice Lunch' here: caviar alongside chestnuts and quince, wines of meticulous restraint. The Pinot Noirs are extraordinary — grown on Eola-Amity volcanic hillside and made with a restraint that makes them genuinely singular. Seatings are limited. Reservations are a commitment. Utterly worth it.",https://www.anticaterra.com,2026-04-17 21:35:49.118762
2,Argyle Winery,winery,Dundee,45.2773,-123.01108,"The valley's finest sparkling wine house, full stop. Vintage Brut and Extended Tirage releases rival grower Champagne at a fraction of the price. The tasting room sits on 99W in downtown Dundee — walk-ins welcome. The still wines (Pinot, Chardonnay) are serious in their own right.",https://argylewinery.com,2026-04-16 23:29:12.961004
11,Beaux Frères,winery,Newberg,45.34748,-123.09225,"Robert Parker's brother-in-law planted this North Valley Road site in 1988 with Burgundian clones, and Michael Etzel has made it one of Ribbon Ridge's defining estates. The Beaux Frères Vineyard bottling is intense, structured, and built for the cellar. Appointment required.",https://www.beauxfreres.com,2026-04-16 23:29:12.961004
9,Bergström Winery,winery,Newberg,45.27882,-123.02769,"Josh Bergström spent years in Burgundy and it shows. Biodynamic certified, minimal-intervention, and deeply serious about place. The Silice Pinot Noir (from Jory soil) and Sigrid Chardonnay are the reference points. The tasting room on Calkins Lane is understated and precisely right.",https://www.bergstromwines.com,2026-04-16 23:29:12.961004
6,Bethel Heights Vineyard,winery,Salem,45.03717,-123.15267,"Ted and Terry Casteel's family estate has shaped the Eola-Amity Hills conversation since 1977. The Southeast Block Pinot Noir — from old vines planted at the vineyard's founding — is one of Oregon's most historically significant wines. Warm, unhurried tasting room. Open by appointment.",https://www.bethelheights.com,2026-04-16 23:29:12.961004
12,Brick House Wine Company,winery,Newberg,45.3501,-123.07016,"Doug Tunnell's certified-biodynamic estate on Ribbon Ridge is one of Oregon's most authentic farm operations. He grows Pinot Noir, Gamay Noir, and Chardonnay without synthetic inputs of any kind — the farming and the wines are inseparable. Small production. Appointment only.",https://www.brickhousewines.com,2026-04-16 23:29:12.961004
18,Carlton Winemakers Studio,winery,Carlton,45.3002,-123.18258,A collective tasting room for small Willamette Valley producers sharing a facility in downtown Carlton. The best way to taste across multiple appellations and styles in one stop. Walk-ins welcome. The town of Carlton itself rewards exploration — good food options nearby.,https://www.winemakersstudio.com,2026-04-16 23:29:12.961004
65,Coeur de Terre Vineyard,winery,McMinnville,45.18052,-123.33149,"Hidden in its own private valley in the McMinnville foothills, Coeur de Terre is the kind of winery that rewards people who navigate unmarked roads to get there. Winemaker Scott Neal has been farming these steep, wooded hillsides since 1998 — growing Pinot Noir, Pinot Gris, Dry Riesling, and Estate Syrah from land that barely anyone else has tried. You will not have cell service. The wraparound deck looks out over estate vines with no neighbor wineries in sight. That rarity is the whole point.",https://www.cdtvineyard.com,2026-04-27 04:20:10.973779
5,Cristom Vineyards,winery,Salem,45.03455,-123.12054,"Paul Gerrie's estate in the Eola-Amity Hills is a pilgrimage for anyone serious about Oregon Pinot Noir. Four estate single-vineyard bottlings named for women — Eileen, Jessie, Louise, Marjolaine — each a portrait of this wind-cooled appellation. Biodynamic farming. The wines age beautifully.",https://www.cristomvineyards.com,2026-04-16 23:29:12.961004
1,Domaine Drouhin Oregon,winery,Dayton,45.26554,-123.05563,"The Burgundy–Oregon connection made permanent in 1988 when the Drouhin family planted Jory-soil Dundee Hills. Véronique Drouhin-Boss makes wines that are unmistakably Oregonian and unmistakably Burgundian at once — the Laurène Pinot Noir is a benchmark. Appointment-only, but worth every step of the planning.",https://www.domainedrouhin.com,2026-04-16 23:29:12.961004
15,Evening Land Vineyards,winery,Salem,45.06852,-123.11404,"Sashi Moorman's Seven Springs Estate in the Eola-Amity Hills — one of Oregon's great old-vine sites — produces Pinot Noir of remarkable tension and freshness. The Summum Seven Springs bottling is austere and magnificent. Tastings are held at the estate on Lone Star Road NW, Salem; no McMinnville tasting room. Book ahead.",https://www.eveninglandvineyards.com,2026-04-16 23:29:12.961004
14,Eyrie Vineyards,winery,McMinnville,45.21405,-123.18783,David Lett planted Oregon's first Pinot Noir vines in 1966 when no one believed it was possible. He proved them wrong. The original estate Pinot — still bottled from those old vines — is a living piece of Oregon wine history. Jason Lett now makes the wines his father pioneered. The tasting room in McMinnville is open daily.,https://www.eyrievineyards.com,2026-04-16 23:29:12.961004
41,Ken Wright Cellars,winery,Carlton,45.29446,-123.17685,"Wine Spectator called Ken Wright 'Master of Pinot Noir in Oregon' — a title earned through obsessive single-vineyard work across the valley's most important appellations. Each bottle is labeled by vineyard, not by winemaker style. Dundee Hills, Chehalem Mountains, Eola-Amity, Yamhill-Carlton — tasted side by side they map the valley better than any text. The downtown Carlton tasting room is one of the best stops in the valley.",https://www.kenwrightcellars.com,2026-04-17 21:35:49.118762
19,King Estate Winery,winery,Eugene,43.86095,-123.25068,"The largest certified-organic winery in the U.S., tucked into the southern end of the Willamette Valley above Eugene. The estate Pinot Gris is the reference point for Oregon Pinot Gris — bright, mineral, and decisively dry. The restaurant on-site sources heavily from the estate farm and is worth the drive.",https://www.kingestate.com,2026-04-16 23:29:12.961004
36,Lemelson Vineyards,winery,Carlton,45.302,-123.1315,"One of Oregon's earliest certified-organic estates, founded by Eric Lemelson in the Stag Hollow ridge above Carlton. The wines are grown on farmed-in-place volcanic and sedimentary soils and made with restrained, terroir-first winemaking. The Jerome Reserve is the flagship — concentrated, age-worthy, and deeply Oregon. Open Friday through Monday in the tasting room; the views of the Coast Range are worth the drive alone.",https://www.lemelsonvineyards.com,2026-04-16 23:38:04.378644
64,Maysara Winery,winery,McMinnville,45.14811,-123.3076,"Mahmood and Flora Momtazi fled Iran in the 1980s, eventually finding their way to 540 acres in the McMinnville AVA foothills. What they built — a certified Biodynamic winery producing estate Pinot Noir, Pinot Gris, and Pinot Blanc from volcanic and sedimentary soils — is one of the most compelling stories in Oregon wine. The Momtazi daughters now run the cellar, and the biodynamic farming is genuine: compost teas, lunar calendars, cover crops, and horses for vineyard work. The word Maysara is Persian for winery. The wines are terroir-expressive, the farming is irreproachable, and the family story is the kind that makes you understand why the Willamette Valley became what it is.",https://www.maysara.com,2026-04-27 04:20:10.973779
13,Patricia Green Cellars,winery,Newberg,45.34602,-123.09147,No winery in Oregon bottles more distinct Pinot Noir single-vineyard wines than Patricia Green. Jim Anderson and Patty Green have built a reference library of Ribbon Ridge and Chehalem Mountains terroir. The tasting fee is modest and the pours are generous. A mandatory stop for Pinot obsessives.,https://www.patriciagreencellars.com,2026-04-16 23:29:12.961004
17,Penner-Ash Wine Cellars,winery,Newberg,45.33232,-123.09568,"Lynn Penner-Ash was Rex Hill's winemaker for 13 years before starting her own label in 1998. The home estate on Ribbon Ridge Road produces structured, age-worthy Pinot Noir with a winemaker's precision. The tasting room has one of the best views in the valley.",https://www.pennerash.com,2026-04-16 23:29:12.961004
10,Rex Hill,winery,Newberg,45.31456,-122.92057,"The big red barn on 99W has been pouring serious Chehalem Mountains Pinot since 1982. A Pinot Project — the winery's ownership group — has expanded the sourcing network, but the estate fruit from Jacob-Hart Vineyard remains the anchor. Worth a stop on any Newberg run.",https://www.rexhill.com,2026-04-16 23:29:12.961004
42,Résonance,winery,Carlton,45.2907,-123.23684,"Maison Louis Jadot's first winery outside of France — because they believe the Willamette Valley is Pinot Noir country on par with Burgundy itself. That institutional confidence produced wines of exceptional clarity and terroir expression. The estate Bloomer Vineyard Pinot is structured, restrained, and designed for the cellar. If Jadot came here, you should too.",https://resonancewines.com,2026-04-17 21:35:49.118762
3,Sokol Blosser,winery,Dayton,45.2517,-123.04968,"One of Oregon's founding wineries — the Blosser family has farmed Dundee Hills organically since the beginning. The Evolution line is the entry point; the Orchard Block and Old Vineyard Block Pinots are where the terroir really speaks. Stunning hilltop views over the valley. Open daily, no appointment needed.",https://www.sokolblosser.com,2026-04-16 23:29:12.961004
43,Vincent Wine Company,winery,Amity,45.09528,-123.15657,"Owner-winemaker Vincent Fritzsche makes low-input, handmade Pinot Noir from sustainably-farmed Eola-Amity and Ribbon Ridge vineyards — and somehow keeps the prices human. Small production, direct sales, and the kind of accessible, craft-first approach that the valley's prestige tier can sometimes forget. A refreshing counterpoint worth seeking out.",https://www.vincentwine.com,2026-04-17 21:35:49.118762
4,Winderlea Vineyard & Winery,winery,Dundee,45.27902,-123.04308,"Tiny, serious, and worth seeking out. Bill and Donna Redman farm organically on a Worden Hill Road hillside with deep Jory soil. Single-vineyard Pinot Noirs of genuine precision. The tasting room is intimate and the conversation is always substantive.",https://www.winderlea.com,2026-04-16 23:29:12.961004
7,Witness Tree Vineyard,winery,Salem,45.03675,-123.11851,"Named for the ancient oak used as a survey landmark in 1854, this Eola-Amity estate grows Pinot Noir, Chardonnay, and Viognier. The Pristine Pinot — grown without synthetic inputs since day one — has a purity that's difficult to explain without a glass in hand.",https://www.witnesstreevineyard.com,2026-04-16 23:29:12.961004
66,Youngberg Hill Vineyards,winery,McMinnville,45.19026,-123.2907,"A 50-acre hilltop estate southwest of McMinnville with 35-year-old vines, a nine-room inn, and tasting room views that explain why people planted wine grapes in the Willamette Valley in the first place. The elevation and wind exposure produce Pinot Noir with structure and restraint. Stay the night if you can — waking up in the vines before the fog lifts off the valley floor is not something you forget. One of the most genuinely beautiful estate experiences in the McMinnville AVA.",https://www.youngberghill.com,2026-04-27 04:20:10.973779
