id,name,category,city,lat,lng,note,website,created_at
20,Joel Palmer House,restaurant,Dayton,45.21788,-123.07958,"Jack Czarnecki's family built the Joel Palmer House into Oregon wine country's definitive mushroom-and-truffle restaurant, and the Dayton house still revolves around local wild mushrooms, Oregon truffles, Willamette Valley Pinot Noir, and long multi-course meals. It is a pilgrimage stop for anyone who wants the forest side of Oregon on the plate.",https://www.joelpalmerhouse.com,2026-04-16 23:29:12.961004
58,La Rambla,restaurant,McMinnville,45.2097,-123.1971,"The Spanish-influenced tapas room in McMinnville's historic Schilling Building remains one of downtown's reliable dinner anchors: patatas bravas, paella, jamón, gambas, cocktails, and a wine list that has earned Wine Spectator Award of Excellence recognition for years. The patio fills fast in warm weather; the food works with or without a winery visit beforehand.",https://www.laramblaonthird.com,2026-04-18 18:12:07.555788
21,Nick's Italian Café,restaurant,McMinnville,45.2102,-123.19405,"The original Willamette Valley wine-country restaurant opened in 1977, earned a James Beard America's Classics award in 2014, closed in 2023, and returned in 2024 under new ownership for a second act. The reopened Nick's keeps the Italian-Pacific Northwest idea alive — handmade pastas, Oregon and Italian wines, cocktails, and the Backroom spirit that made it a McMinnville landmark.",https://www.nicksitaliancafe.com,2026-04-16 23:29:12.961004
46,ōkta farm and kitchen,restaurant,McMinnville,45.20982,-123.19288,"Tributary Hotel's restaurant closed in its original ōkta form in September 2024 and reopened in May 2025 as ōkta farm and kitchen under a new team. The current format is a seasonal four-course tasting menu led by chef Christine Smith, shaped by ōkta farm, local seafood, pasture, pantry work, and the surrounding valley. Treat old 10-course/Lightner-era writeups as historical context, not the current visit.",https://www.tributaryhotel.com/dining,2026-04-17 21:35:49.118762
22,Red Hills Market,restaurant,Dundee,45.27806,-123.01179,"The essential daytime stop in Dundee, now squarely a neighborhood wine-country market: wood-fired pizzas, farm-fresh salads, sandwiches, breakfast plates, cookies, pantry goods, and a bottle-shop feel right on 99W. This is the easy stop before tastings, between appointments, or when you need one good casual meal that understands where it is.",https://www.redhillsmarket.com,2026-04-16 23:29:12.961004
44,The Bay House,restaurant,Dayton,45.22165,-123.07681,"After 45 years on the Oregon Coast, The Bay House reopened in May 2025 in Dayton inside a restored historic church on the town square. The move brought Steve Wilson and Maureen O'Callaghan's fine-dining hospitality and deep wine-program ambitions into one of the valley's most truffle-rich towns, with Executive Chef Nathan Bates leading the current kitchen. It is unusual, polished, and worth treating as a destination rather than an afterthought.",https://www.thebayhouse.org,2026-04-17 21:35:49.118762
37,The Painted Lady,restaurant,Newberg,45.29933,-122.97302,"Oregon wine country's most decorated fine-dining destination: the Newberg Victorian house remains Oregon's only Forbes Four-Star and AAA Four-Diamond dining experience, with a seasonal tasting menu rooted in local ranchers, farmers, vintners, and Oregon ingredients. Reservations required; plan ahead.",https://www.thepaintedladyrestaurant.com,2026-04-16 23:38:04.378644
23,Thistle Restaurant,restaurant,McMinnville,45.20953,-123.19425,"Thistle's current identity is a neighborhood wine-country bar and restaurant in a historic Evans Street space: signature cocktails, small plates, dinner, and Oregon produce without over-explaining itself. Open Tuesday through Saturday evenings, it remains the quieter, more local-feeling McMinnville dinner move when you want substance over spectacle.",https://thistleisrad.com,2026-04-16 23:29:12.961004
57,Word of Mouth Bistro,restaurant,Salem,44.9357,-123.0198,"Salem's beloved breakfast-and-lunch room in a converted house on 17th Street NE. The hours are limited, the wait is part of the experience, and the menu leans big-hearted: hashes, Benedicts, biscuits, scones, coffee, and daily specials. Closed Tuesdays; weekend service starts early.",https://www.ilovewom.com,2026-04-18 18:12:07.555788
8,Adelsheim Vineyard,winery,Newberg,45.33855,-123.0497,"Founded in 1971 by David and Ginny Adelsheim, Adelsheim remains one of Oregon wine's anchor names. The vineyard-side tasting room on NE Calkins Lane in the Chehalem Mountains is the stop for Pinot Noir, Chardonnay, and the long view of how the northern Willamette Valley got here. Book a current tasting experience rather than assuming walk-in hours.",https://www.adelsheim.com,2026-04-16 23:29:12.961004
40,Antica Terra,winery,Amity,45.11969,-123.18323,"One of Oregon's most singular wine experiences — part winery, part pilgrimage. A Very Nice Lunch is now part of the property's national reputation: a multi-course, wine-paired afternoon from Antica Terra's culinary team, with the broader program boosted by chef Timothy Wastell's 2025 James Beard Award for Best Chef: Northwest and Pacific. The wines are restrained, precise, and the reservations are a commitment.",https://www.anticaterra.com,2026-04-17 21:35:49.118762
2,Argyle Winery,winery,Dundee,45.2773,-123.01108,"Oregon's pioneering sparkling-wine house remains a first-stop Dundee anchor, with a historic Tasting House on 99W, reservations accepted, and walk-ins welcome. The Vintage Brut and Extended Tirage releases are the reason to come; the Pinot Noir and Chardonnay make the case that Argyle is more than bubbles.",https://argylewinery.com,2026-04-16 23:29:12.961004
11,Beaux Frères,winery,Newberg,45.34748,-123.09225,"Launched from the Ribbon Ridge site planted in 1988, Beaux Frères remains one of Oregon Pinot Noir's defining estates. The visit is by appointment only on North Valley Road, with tastings focused on estate Pinot Noir, Chardonnay, and the second-generation evolution of a cult Oregon name. Book ahead.",https://www.beauxfreres.com,2026-04-16 23:29:12.961004
9,Bergström Wines,winery,Dundee,45.27882,-123.02769,"Josh and Caroline Bergström's family winery is now best understood through private, appointment-based visits at Ekollon, the Dundee Hills tasting house overlooking Bergström Vineyard, rather than a generic drop-in room. The wines remain Pinot Noir and Chardonnay reference points — Silice, Bergström Vineyard, and the Sigrid Chardonnay — from biodynamically farmed estate sites across the valley.",https://www.bergstromwines.com,2026-04-16 23:29:12.961004
6,Bethel Heights Vineyard,winery,Salem,45.03717,-123.15267,"Ted and Terry Casteel's family estate has shaped the Eola-Amity Hills conversation since 1977. The tasting room is now open daily 11 a.m. to 5 p.m., with reservations recommended and walk-ins welcome, and the draw is still estate Pinot Noir and Chardonnay from one of the appellation's formative sites.",https://www.bethelheights.com,2026-04-16 23:29:12.961004
12,Brick House Wine Company,winery,Newberg,45.3501,-123.07016,"Doug Tunnell's estate on Ribbon Ridge is one of Oregon's most authentic farm-winery operations: organic and Demeter-certified biodynamic, focused on estate Pinot Noir, Chardonnay, and Gamay Noir. Tastings are private/appointment-oriented, and the farm context matters as much as the bottles.",https://www.brickhousewines.com,2026-04-16 23:29:12.961004
18,Carlton Winemakers Studio,winery,Carlton,45.3002,-123.18258,"Founded in 2002 by Eric Hamacher, Luisa Ponzi, and Ned and Kristen Lumpkin, The Carlton Winemakers Studio is a collective winery, tasting room, and wine shop built for small producers. The Studio pours rotating flights from 12+ vintners under one roof, making it one of the easiest ways to taste across Willamette Valley styles without leaving Carlton.",https://www.winemakersstudio.com,2026-04-16 23:29:12.961004
65,Coeur de Terre Vineyard,winery,McMinnville,45.18052,-123.33149,"Hidden in a sheltered McMinnville AVA valley, Coeur de Terre has been Scott and Lisa Neal's organically farmed estate since 1998. Pinot Noir is the core, but the tasting room also makes room for Pinot Gris, dry Riesling, Chardonnay, rosé, and cool-climate Syrah. The drive feels removed from the polished tasting-room loop, and that is the point.",https://www.cdtvineyard.com,2026-04-27 04:20:10.973779
5,Cristom Vineyards,winery,Salem,45.03455,-123.12054,"Paul Gerrie's Eola-Amity Hills estate is a benchmark for whole-cluster, age-worthy Oregon Pinot Noir and Chardonnay. The estate vineyards are Eileen, Jessie, Louise, Marjorie, and Paul Gerrie — corrected from the common misspelling 'Marjolaine' — and they map the wind-cooled, volcanic side of the appellation with uncommon clarity.",https://www.cristomvineyards.com,2026-04-16 23:29:12.961004
1,Domaine Drouhin Oregon,winery,Dayton,45.26554,-123.05563,"The Burgundy-Oregon connection made permanent in 1988, when the Drouhin family established its gravity-flow Dundee Hills estate. Domaine Drouhin now describes the site as a 225-acre estate, and the Laurène Pinot Noir remains the benchmark bottling for anyone trying to understand the Burgundian argument for Oregon. Tastings are appointment-only.",https://www.domainedrouhin.com,2026-04-16 23:29:12.961004
15,Evening Land Vineyards,winery,Salem,45.06852,-123.11404,"Evening Land's Seven Springs Vineyard tasting is at the estate on Lone Star Road NW in the Eola-Amity Hills, not a McMinnville tasting room. The historic vineyard anchors taut, mineral Pinot Noir and Chardonnay, with reservations encouraged and walk-in space extremely limited.",https://elvwines.com,2026-04-16 23:29:12.961004
14,Eyrie Vineyards,winery,McMinnville,45.21405,-123.18783,"David and Diana Lett planted the Willamette Valley's first Pinot Noir and Chardonnay in 1965, then established the Dundee Hills site that would define The Eyrie Vineyards. The first Eyrie Pinot Noir vintage came in 1970, and Jason Lett now stewards the same library-minded, elegant style from the McMinnville winery.",https://www.eyrievineyards.com,2026-04-16 23:29:12.961004
41,Ken Wright Cellars,winery,Carlton,45.29446,-123.17685,"Ken Wright's downtown Carlton tasting room sits in the historic 1920s train depot and remains one of the clearest single-vineyard Pinot Noir classrooms in Oregon. Dundee Hills, Chehalem Mountains, Eola-Amity, Yamhill-Carlton — tasted side by side, the bottlings map the valley better than a lecture.",https://www.kenwrightcellars.com,2026-04-17 21:35:49.118762
19,King Estate Winery,winery,Eugene,43.86095,-123.25068,"King Estate sits at the southern end of the Willamette Valley above Eugene, an integrated estate of vineyard, woodland, wetlands, orchards, berries, and culinary gardens. The old 'largest organic winery' shorthand has been updated: King Estate now describes itself as North America's largest certified Biodynamic vineyard. Pinot Gris remains the signature reference point.",https://www.kingestate.com,2026-04-16 23:29:12.961004
36,Lemelson Vineyards,winery,Carlton,45.302,-123.1315,"Eric Lemelson's organically farmed estate above Carlton is a restrained, terroir-first Pinot Noir and Chardonnay stop with sweeping Coast Range views. The tasting room is open daily in the main season, with more limited winter hours, so verify the current calendar before driving up. Jerome Reserve remains the flagship.",https://www.lemelsonvineyards.com,2026-04-16 23:38:04.378644
64,Maysara Winery,winery,McMinnville,45.14811,-123.3076,"Moe and Flora Momtazi bought an abandoned wheat farm in the McMinnville foothills in 1997 and built Maysara and Momtazi Vineyard into one of Oregon's most compelling Demeter-certified biodynamic estates. The official current figure is 532 acres, including about 260 acres of vines, farmed through compost, herbal teas, and low-impact practices. The family story and the farming are inseparable from the wines.",https://www.maysara.com,2026-04-27 04:20:10.973779
13,Patricia Green Cellars,winery,Newberg,45.34602,-123.09147,"Patricia Green Cellars is a Ribbon Ridge specialist on a 52-acre property devoted to site-specific Pinot Noir, with Chardonnay and Sauvignon Blanc in the mix. Jim Anderson's team continues Patty Green's obsessive vineyard-by-vineyard approach: the tasting is effectively a map of Ribbon Ridge and neighboring Willamette Valley sites.",https://www.patriciagreencellars.com,2026-04-16 23:29:12.961004
17,Penner-Ash Wine Cellars,winery,Newberg,45.33232,-123.09568,"Founded in 1998 by Lynn and Ron Penner-Ash, this Ribbon Ridge estate remains one of the valley's most polished viewpoint tastings. The current program pours Willamette Valley Pinot Noir, Chardonnay, Syrah, and Riesling from estate and partner vineyards, with a new Pavilion adding a more private garden-side option.",https://www.pennerash.com,2026-04-16 23:29:12.961004
10,Rex Hill,winery,Newberg,45.31456,-122.92057,"The big red barn on 99W has been a Newberg landmark since 1982. Today's REX HILL tasting room is renovated, open daily for curated experiences, and focused on Willamette Valley Pinot Noir and Chardonnay with a growing culinary program and vineyard-tour options. It is an easy, high-signal stop on any Newberg run.",https://www.rexhill.com,2026-04-16 23:29:12.961004
42,Résonance,winery,Carlton,45.2907,-123.23684,"Maison Louis Jadot's Oregon project remains one of the clearest Burgundian votes of confidence in the Willamette Valley. The Carlton tasting room is open daily, and there is also a Dundee Hills tasting room by the Découverte vineyard. For this record, the Carlton estate is the anchor: Pinot Noir and Chardonnay with a French house's patience and Oregon's site expression.",https://resonancewines.com,2026-04-17 21:35:49.118762
3,Sokol Blosser,winery,Dayton,45.2517,-123.04968,"Sokol Blosser is one of Oregon's founding family wineries, established in 1971 in the Dundee Hills and still operating from a certified organic, B Corp-certified sustainability base. Hours are seasonal — daily March through October and Thursday through Monday in winter — so book or confirm before assuming a drop-in. The Evolution wines are the easy entry; the single-block Pinot Noirs are the terroir argument.",https://www.sokolblosser.com,2026-04-16 23:29:12.961004
43,Vincent Wine Company,winery,Amity,45.09528,-123.15657,"Owner-winemaker Vincent Fritzsche's Amity winery is a small, low-input counterpoint to the prestige tier, focused on Pinot Noir, Chardonnay, Pinot Blanc, Gamay, and a few outlier projects from sustainably farmed sites. The old vincentwine.com domain is no longer a valid business site, so use the current Block55 reservation listing and treat visits as appointment-only.",https://block55.app/location/vincent,2026-04-17 21:35:49.118762
4,Winderlea Vineyard & Winery,winery,Dundee,45.27902,-123.04308,"Winderlea sits on historic Worden Hill Road in the Dundee Hills, farming old-vine Pinot Noir and Chardonnay from a vineyard first planted in 1974 and a winery founded in 2006. The old founders line needed correction: Winderlea was founded by Bill Sweat and Donna Morris, and in 2026 the Joth Ricci family purchased the winery with an explicit continuity/stewardship message. The estate remains a Demeter-certified biodynamic Dundee Hills visit.",https://www.winderlea.com,2026-04-16 23:29:12.961004
7,Witness Tree Vineyard,winery,Salem,45.03675,-123.11851,"Named for the Oregon white oak that served as an 1854 survey marker, Witness Tree Vineyard is now best framed as a site-driven Eola-Amity Hills estate focused on Pinot Noir and Chardonnay. The historic tree still anchors the story, but the current wine language is about the vineyard itself: organically farmed blocks, distinctive exposure, and allocation-level bottlings from Spring Valley Road.",https://www.witnesstreevineyard.com,2026-04-16 23:29:12.961004
66,Youngberg Hill Vineyards,winery,McMinnville,45.19061,-123.29122,"Youngberg Hill is a 50-acre hilltop McMinnville estate and inn, founded in 1989, with daily 10 a.m. to 4 p.m. tasting-room hours and broad Coast Range and vineyard views. The appeal is as much the stay as the pour: a nine-room inn, quiet vineyard mornings, and Pinot Noir with structure from elevation and wind exposure.",https://www.youngberghill.com,2026-04-27 04:20:10.973779
